epoch: 1 , loss: 53.0681968343
epoch: 2 , loss: 40.4726513951
epoch: 3 , loss: 33.5561458652
epoch: 4 , loss: 30.135401082
epoch: 5 , loss: 27.5181449029
epoch: 6 , loss: 25.5314177146
epoch: 7 , loss: 23.9093226173
epoch: 8 , loss: 22.6106820278
epoch: 9 , loss: 21.4899326771
epoch: 10 , loss: 20.5410998979
epoch: 11 , loss: 19.7296995564
epoch: 12 , loss: 19.0522808034
epoch: 13 , loss: 18.4394957124
epoch: 14 , loss: 17.8777250717
epoch: 15 , loss: 17.3624104006
epoch: 16 , loss: 16.8761792965
epoch: 17 , loss: 16.4331154992
epoch: 18 , loss: 16.0349040162
epoch: 19 , loss: 15.6686868775
epoch: 20 , loss: 15.3453340349
epoch: 21 , loss: 15.0442785229
epoch: 22 , loss: 14.7736424639
epoch: 23 , loss: 14.5024347247
epoch: 24 , loss: 14.2666864736
epoch: 25 , loss: 14.0325342884
epoch: 26 , loss: 13.8278451226
epoch: 27 , loss: 13.640770216
epoch: 28 , loss: 13.4488261048
epoch: 29 , loss: 13.2796289559
epoch: 30 , loss: 13.1011121814
epoch: 31 , loss: 12.9553564478
epoch: 32 , loss: 12.8033464763
epoch: 33 , loss: 12.6596957379
epoch: 34 , loss: 12.5070087387
epoch: 35 , loss: 12.4037724136
epoch: 36 , loss: 12.2725763871
epoch: 37 , loss: 12.152630782
epoch: 38 , loss: 12.0520882417
epoch: 39 , loss: 11.9384581506
epoch: 40 , loss: 11.841898857
epoch: 41 , loss: 11.7438601072
epoch: 42 , loss: 11.646209705
epoch: 43 , loss: 11.5624637711
epoch: 44 , loss: 11.4720647233
epoch: 45 , loss: 11.3841294547
epoch: 46 , loss: 11.3021473793
epoch: 47 , loss: 11.2357886809
epoch: 48 , loss: 11.1605890749
epoch: 49 , loss: 11.0728149274
epoch: 50 , loss: 11.0067918199
